Age,Gender,Calorie_Intake,Sugar_Intake,Physical_Activity,Fast_Food_Frequency,Screen_Time,Height,Weight,BMI
77,Female,2756,34,38,2,4,1.5593683383256094,43.815352090802755,18.018925180144326
33,Male,1628,87,97,4,4,1.617168220410837,49.67355774390259,18.993931605786766
32,Female,1873,36,152,2,5,1.5742699605031265,64.35808140882145,25.968368884409536
79,Female,3098,56,87,3,8,1.5802167816120845,94.92051474848182,38.01252733717809
79,Female,1735,108,115,2,0,1.647321215335012,104.13998341779137,38.376107407770675
64,Female,3367,37,157,1,1,1.5315870038968034,79.33446537057529,33.82038555903336
79,Female,2241,15,173,0,7,1.6430077033591408,67.4638400630794,24.991473240088197
68,Female,1689,50,40,0,11,1.4131072001444367,70.50458144667458,35.30751239476046
61,Male,3224,68,103,2,11,1.6692728796042686,71.30789129513043,25.59074437572976
72,Female,1667,104,177,0,7,1.5588596488957707,74.16861247279702,30.521517566949342
69,Female,3130,87,107,4,4,1.488182320509089,67.95506301348527,30.68382787350869
74,Male,3192,70,171,0,4,1.7368915972723014,63.136492013809615,20.928351444107754
20,Female,1790,89,9,1,5,1.437723161370928,95.60255012096957,46.25076692303138
54,Female,3383,58,72,2,7,1.7249799875927456,51.48160051578007,17.301506424158156
68,Male,2864,117,129,0,3,1.706272728460018,83.77262686820606,28.77433098974586
24,Male,2918,109,119,1,3,1.5429688543700655,43.28543923706409,18.181407864577224
38,Female,2997,14,148,0,11,1.617057383350657,76.5269784681561,29.266022555261426
26,Male,1638,105,117,1,0,1.6818815152357631,45.32879379576115,16.024458681753927
56,Female,2714,20,24,2,9,1.6778358894815835,98.06001735946799,34.83317054068672
35,Male,3488,95,21,1,10,1.7596588098256045,58.73263665408986,18.968044572165184
21,Female,2067,116,10,0,0,1.7378386782780628,72.20762173941688,23.90914926604365
42,Male,3042,49,171,1,6,1.774199717233304,84.15539365584495,26.734800302577735
77,Male,2574,101,4,2,4,1.7880237578939733,53.69058934533549,16.79390147457436
31,Female,2490,79,5,1,4,1.6636749367055914,71.51160419470676,25.83685051533749
67,Female,3074,48,15,4,11,1.6151145980302637,65.68731908648041,25.18110896378223
75,Male,1797,79,45,0,0,1.6354568873629716,84.89695522196274,31.74051102497856
26,Male,2595,119,151,1,1,1.6090174096203704,85.43240620927847,32.99902832787143
43,Female,1755,29,13,4,2,1.8237376612633247,75.27162591202112,22.63114691153337
70,Female,1808,111,23,4,4,1.559021641411375,49.921227645240506,20.539079178675177
19,Female,1590,13,108,3,1,1.7861169843560327,62.4783172363506,19.584366299916883
37,Female,1648,98,75,1,10,1.5921925264722052,68.67820601897026,27.091171155212834
45,Female,2553,22,150,3,6,1.7825745049534605,88.86731584354183,27.96705144658723
64,Female,1961,58,166,4,5,1.7372409334874226,49.17615681009274,16.29425382732833
77,Female,2134,85,5,2,9,1.6452958594676386,66.00728382745162,24.383938401320613
24,Female,2908,18,20,1,7,1.6810975804915258,89.4984773023661,31.668668227701865
61,Male,3272,68,111,3,11,1.5168448483569992,66.74559116789283,29.009501246718216
78,Male,3315,12,45,0,0,1.7192988647818808,69.90360256384952,23.64813006535679
25,Male,2136,105,104,2,7,1.7636758869820264,42.321451544569214,13.605766087220104
64,Male,2145,20,168,3,2,1.8105422400550895,63.1007008235908,19.249385053157734
52,Male,2017,14,111,1,7,1.6110164676924787,78.32609663850674,30.17911671019927
31,Female,3418,44,169,0,5,1.9140156846886294,57.992862559400365,15.830096473565085
34,Female,2896,33,162,2,2,1.6118834312593364,43.73030406692028,16.831205976109416
53,Female,2720,114,40,4,1,1.596005361738627,55.58283530587066,21.820867114649946
67,Male,1689,79,66,3,4,1.6299634683987247,88.96071498760725,33.48440012844286
57,Male,3326,91,82,2,0,1.6310678253285278,75.50985669583115,28.38308542785615
21,Female,3419,111,82,4,2,1.4779476360359718,83.38236818358928,38.17298583756235
19,Male,3271,15,64,1,3,1.5142372833000548,78.97939918926085,34.4449814689251
79,Female,1578,95,85,1,5,1.5033887618023525,107.3469398550912,47.494910056207736
23,Female,3070,51,146,4,7,1.6782123474248887,85.28147749445648,30.280350068485713
71,Male,2315,52,78,2,9,1.829570049341272,69.45506672122077,20.749414603935893
59,Male,3405,23,146,3,7,1.5698006114644636,66.17869565676139,26.855250973541235
21,Female,3396,85,24,1,5,1.6345866464454988,77.24791067075161,28.911514910331846
71,Female,1571,34,166,1,3,1.5530690573886243,88.20396484831906,36.56845174077556
46,Female,1542,93,93,2,7,1.729226510249214,57.56103713786224,19.249738784045885
35,Female,2302,27,119,1,9,1.6820683224496824,76.78387145229077,27.138306396701555
43,Male,2656,33,160,0,0,1.7607502509811277,72.84819987002295,23.4975891817254
61,Female,3322,72,167,4,3,1.5293119616859732,74.73466277971092,31.954344158509954
51,Male,2629,88,11,3,1,1.645524650519112,65.43671804006738,24.166442544528195
27,Male,3194,104,91,2,11,1.6219390529095874,78.57163823643239,29.867353813599117
79,Female,1856,115,157,0,9,1.6295677864392009,89.63950939645977,33.756282223372615
53,Female,1507,10,69,1,8,1.7693974359156353,75.45716753964385,24.10181295545362
31,Male,3297,24,169,1,4,1.5815117971550317,43.228781470256905,17.283357853676513
48,Male,2866,63,141,0,5,1.596083140271951,55.907145487872825,21.946046669012272
65,Male,1936,43,4,1,9,1.5550178762656999,95.84774729743005,39.63794568120162
32,Male,1579,61,163,4,2,1.9089077396669831,52.08826232067447,14.294533667351745
25,Male,3079,11,59,1,7,1.5356619680716603,51.14164080268175,21.68619707357036
31,Female,2188,45,77,3,11,1.721325300121154,61.19389860086971,20.65295593226037
40,Female,2915,32,176,4,3,1.4856105013337966,58.49688078655103,26.5046935755404
77,Female,2075,33,112,2,7,1.7055242789436773,70.18869478353565,24.129668421234545
74,Female,2399,119,51,4,3,1.5122136239409938,76.93802319845953,33.64455052870596
79,Female,1787,41,136,2,2,1.6682264933459836,76.1938915569373,27.378530065642096
57,Female,3344,60,143,2,2,1.6873608768418897,62.81503293644626,22.062140253513114
38,Female,2636,55,34,4,10,1.641023764288913,62.032067905185166,23.03490993411305
33,Male,2462,22,73,3,2,1.7347356433178214,65.15622848449283,21.651567021325064
62,Female,3354,106,112,1,2,1.7058162379519577,88.67708953852608,30.475226515146417
35,Female,3405,115,15,4,10,1.5680425663086652,63.296192831257144,25.74316218454792
64,Female,2219,23,160,2,4,1.7090547762341104,75.50375059403838,25.849762706131724
70,Female,2455,26,50,4,7,1.677256167531676,68.14724872270179,24.22420493395962
41,Female,1725,25,60,2,3,1.7648566570829913,61.853279792787696,19.858381894040566
43,Female,2856,41,78,2,10,1.4757891038254107,82.2751090555024,37.77633904945447
42,Male,2940,88,58,0,8,1.6634748190235202,60.999516949044896,22.04417924540631
77,Female,1777,116,126,3,5,1.6614706847250904,73.5588716885963,26.64708413679688
77,Female,2394,104,102,3,3,1.6053815536532223,79.65491832767634,30.906943604350698
77,Male,3322,21,3,2,3,1.777106010789235,76.52550141748654,24.231456101820076
62,Male,2291,106,129,2,9,1.5647416563648715,74.89352030503454,30.58855460207569
58,Female,2526,12,70,1,11,1.7354765016568225,70.85325365244834,23.524604074984115
46,Male,2044,84,101,2,3,1.5631010625767254,71.75595026254085,29.36863782352255
32,Female,1977,62,61,2,3,1.8091291223058994,69.65502004607012,21.282041813768355
62,Male,2933,52,97,3,1,1.698665619383207,62.37295781130253,21.61625951633392
18,Female,2830,14,24,2,5,1.4631262352197776,61.03999748793327,28.513525077530172
42,Female,2737,56,70,1,0,1.7864127071410705,69.80463679914163,21.87362050829169
24,Male,2553,36,24,0,10,1.717466217662864,72.49401129457073,24.576822026248955
26,Female,1918,61,122,0,9,1.6609600864520147,73.88341435117235,26.781109459447922
41,Female,3060,65,65,1,2,1.5732255032518683,78.81426649316333,31.84365293713516
18,Female,2551,89,25,2,4,1.5475251398885854,52.92353343250121,22.099039907476115
61,Female,2108,108,101,1,5,1.7106484623313154,75.35157726380088,25.74961883865417
25,Female,1586,113,105,0,7,1.4650438995957138,74.72689376220198,34.815741822000916
41,Female,2549,89,130,3,3,1.568805720357599,74.9324393536672,30.44609109058363
28,Female,1619,89,173,2,11,1.7337378701830066,76.37537295662516,25.408935615462923
68,Male,2212,95,156,2,3,1.4812065279296036,58.85904295022071,26.827608587581167
34,Female,1891,77,138,4,11,1.4866542698011638,73.20696340159361,33.12321074556418
25,Male,2880,105,148,2,0,1.7125578743755976,73.49632526761803,25.059656366204667
52,Female,1852,100,42,4,10,1.6180358147361347,44.61790960055906,17.042486494794748
52,Female,1514,24,3,4,9,1.8497736323463212,91.20163975081462,26.654189299130454
50,Male,1804,28,68,3,7,1.6133785508519152,56.7031410475275,21.78384606131639
76,Male,2777,35,21,4,1,1.463874211438282,73.45324147820301,34.27705061687789
22,Male,2122,88,109,4,5,1.7859914626293496,38.33333384003605,12.01760248047584
59,Female,2019,54,102,4,8,1.4904408357007302,86.24349795202932,38.82369627068994
56,Female,3474,19,5,4,5,1.5288091826297294,61.027841403096694,26.11087608532913
75,Female,2352,107,149,4,0,1.6097050224275706,63.773692490243306,24.612116670235263
58,Female,2139,111,15,1,4,1.6695147473865046,55.185280323853505,19.798976201479892
45,Male,2709,35,163,4,10,1.6957090829133885,62.582079955815146,21.764430128441354
24,Female,1886,17,177,1,11,1.765277749088243,71.88180004420275,23.06709211548952
26,Female,2404,89,57,1,7,1.34094251365556,93.33119234027306,51.904677159779276
25,Female,3023,102,86,1,11,1.5370268168336527,83.16255572315438,35.20180540757543
29,Male,1513,41,122,2,0,1.7769988359575586,82.68934131524367,26.186366736469914
51,Female,2753,30,178,1,0,1.5426552638497524,52.06372533806351,21.87748875737115
50,Female,1590,105,77,2,9,1.6438764973169204,73.40812941459754,27.164754521877697
65,Female,2927,54,46,1,1,1.8116523829003013,63.59591416010326,19.376684829799782
72,Male,3028,64,133,1,8,1.6294632131472537,53.41653580674493,20.118083160603835
40,Female,1503,21,152,1,4,1.618549528489052,60.375782072882785,23.046807917066257
79,Female,2521,57,130,3,3,1.6307886739938013,70.3003641643605,26.433958362786193
41,Male,3187,112,12,2,3,1.804544825992199,64.38985651558349,19.773434425645707
54,Female,2742,68,114,2,4,1.457670236243917,74.65593678222984,35.135470785045875
52,Female,3111,83,52,3,0,1.864495187822249,51.27110166812689,14.748576855709178
61,Male,2295,79,66,4,3,1.6228416010314053,105.77095810166719,40.16189292758252
57,Female,3390,46,30,1,2,1.609057556837212,73.3237072725477,28.320522152631547
39,Female,1715,91,126,0,5,1.5526358308935055,62.7740529994186,26.03999886784968
44,Female,2682,40,66,2,10,1.5138008631270625,65.16366049403726,28.435965278792242
52,Male,3286,108,80,2,9,1.3693607611194683,48.38635208845719,25.80400534638271
18,Male,3102,12,132,0,6,1.7961172458686918,46.93670188637169,14.549337017920893
52,Female,3257,78,136,0,11,1.3840977804130907,67.14879915920953,35.05134649943172
54,Male,2203,107,28,0,0,1.643826636268617,73.20133807534992,27.089874493859497
64,Female,2230,68,162,3,0,1.596940082110566,50.666554295522005,19.867541413689644
31,Male,2896,42,103,1,1,1.68513166023507,56.518748834020485,19.903289629765798
20,Male,1516,45,162,1,10,1.410498648580837,71.85802079215189,36.118516347747715
18,Female,3425,83,49,0,11,1.5508991160187606,54.100565933060984,22.492343703563662
22,Female,1994,118,29,4,9,1.7069664918421188,83.49157497368282,28.654488590442263
43,Female,3142,12,14,1,11,1.672130204308164,74.52366521443665,26.653486265907656
72,Male,2989,84,28,4,4,1.5703707009054115,63.35959094450356,25.692596539339544
31,Female,1943,12,152,1,11,1.6623905331906512,72.19224443609404,26.123082983774268
56,Male,3262,101,74,4,8,1.8567356052383488,57.31844955918395,16.626249872019745
44,Female,2604,115,56,3,3,1.7806870800003347,57.43314504440508,18.112874736500995
26,Female,2278,68,111,1,3,1.7666237762846126,91.9176371369398,29.45172315296468
32,Male,1665,63,50,1,8,1.715969116649064,95.00749418951342,32.26553934885054
32,Female,1856,37,67,2,9,1.6717682627000343,63.52027212408081,22.727946454275372
43,Male,1733,18,123,1,0,1.5679596579433617,70.17196641629018,28.542622773475486
59,Female,2685,35,57,2,2,1.6566742544368631,63.63490255597329,23.185749378146827
77,Female,1674,38,139,0,9,1.8860196601951356,86.9472377893695,24.443498135147752
30,Female,3195,19,68,2,6,1.7603453209778468,99.18347657426733,32.00689805585513
68,Female,2886,36,105,0,11,1.6070030369547497,61.125658399524404,23.66955837893799
49,Male,2899,72,164,1,11,1.3985325269324815,51.38982551672814,26.274351154608382
56,Male,2196,118,152,2,5,1.74089829732061,83.6043264028113,27.585569293625607
66,Male,2697,71,67,0,4,1.7623523506410261,80.58980341542203,25.94744572153096
69,Female,1737,105,151,2,6,1.584850366844038,89.2330264097929,35.526227556157195
78,Female,2686,27,35,0,1,1.5698496721516095,73.23269513832368,29.715899730786774
49,Male,2487,62,129,2,1,1.4161345343482286,39.06488181790871,19.47948573828024
21,Female,2513,91,34,0,6,1.800700752775096,52.18117287045477,16.092767772221674
47,Male,3441,95,124,4,7,1.6002036770156485,97.3486705627658,38.017144799274355
54,Male,2411,26,99,1,1,1.6812849112717174,69.14490852205957,24.4611896955151
40,Female,2761,58,7,1,10,1.5181541304797075,56.9362127041483,24.7034064662339
56,Female,3141,98,27,2,0,1.4762658440705267,41.475720933651175,19.03113983114488
62,Female,2129,35,125,0,10,1.8294680414037718,77.20109582351277,23.066080870816183
32,Male,2755,14,103,4,4,1.6032730479204431,70.97470592822081,27.611412113869935
60,Female,2087,82,43,1,0,1.559950040984292,51.52101779513472,21.17205698384652
46,Male,3040,53,9,2,9,1.9982877742186034,55.966937176846145,14.015722102407036
53,Male,3253,117,4,1,10,1.768223861582605,58.04599054494546,18.565118809917706
30,Female,2293,33,100,4,9,1.5634226135370024,76.7628774375704,31.4049760890654
49,Female,3368,66,119,1,8,1.7384518480672853,95.43479282700828,31.577766061266537
24,Male,2419,16,174,3,4,1.4573848782396415,64.7583135874362,30.48926903556118
76,Male,2759,29,158,4,7,1.6117040221227827,94.51806412162783,36.38683140926148
68,Female,2846,65,28,0,3,1.5494515763342955,69.78168445916111,29.066010918048228
39,Male,3067,117,130,4,0,1.7002194217346223,57.698975612920506,19.959890621776857
45,Female,1906,114,153,2,8,1.8488060158579898,90.75881105524265,26.552542137233978
19,Female,1676,81,94,0,10,1.4467180510615394,77.14860664156127,36.86042057728739
59,Male,3023,28,1,1,3,1.872854110739445,90.16167341240401,25.704790377813545
62,Female,1618,108,78,4,10,1.7399559362726373,75.65253375250644,24.988890720290538
79,Female,2713,73,91,0,2,1.5300936852894935,106.38438794109717,45.440369445137186
74,Male,2113,52,55,1,1,1.5323789287528886,74.12458697433362,31.566755281942246
70,Female,1864,53,141,4,0,1.5642448621994038,77.71700857437958,31.761909305220097
23,Male,1985,34,75,0,8,1.5460340729160484,59.205774668507175,24.76999653364093
45,Female,3496,26,14,2,0,1.5497948527631047,84.33830364671196,35.11368696944918
45,Male,2602,48,84,1,3,1.432300319541028,67.98138015797639,33.137657107204134
61,Female,1821,34,123,1,1,1.626573016082157,80.53445332461614,30.439294913081405
61,Male,1638,108,117,2,11,1.739597004450545,91.67976128354785,30.295363761447653
37,Male,2859,48,44,2,7,1.5810991903579619,70.94256090079315,28.37844725849381
47,Female,2925,48,46,2,4,1.6856829700576608,80.4251840424603,28.30350790414623
79,Male,2749,68,19,0,10,1.7850338158393446,91.17596058314987,28.61458501043097
28,Female,2789,119,123,2,2,1.470581556222789,55.18138183259231,25.516102735327813
75,Female,1832,75,145,3,11,1.5698855834826688,72.15204333950867,29.27606024743211
72,Male,1723,25,78,0,3,1.469320157756889,45.61162951677149,21.127237505838814
45,Female,2071,62,60,2,2,1.481821447641329,67.86331738894,30.90603789835352
42,Female,2275,115,120,2,9,1.8133639131449872,84.09856803131392,25.575177904708976
56,Male,2466,87,4,3,1,1.5894731542828653,42.46032866951869,16.806487512034142
79,Female,3083,38,57,4,5,1.7055431310627625,57.21147957807386,19.667889795025133
50,Female,2092,112,80,2,5,1.6698469408044037,51.090730654909784,18.322670981255282
18,Female,2308,75,76,1,2,1.7349981573521498,82.70211017090733,27.47378878252986
74,Male,2486,19,59,2,4,1.6677164099656514,77.49542977304671,27.86324455966432
44,Female,3414,11,140,0,11,1.6628169055546276,87.47981571113995,31.638726697159075
79,Female,2523,100,99,0,8,1.4720679862485662,84.29887728620801,38.90147375901864
74,Female,3043,22,39,2,9,1.6541991103721234,61.947819447017,22.638646498397488
69,Female,2360,63,179,0,0,1.6528405963207706,67.78944818991731,24.81419302722941
30,Male,2772,11,1,1,6,1.5369812763769615,64.34331762867362,27.237440598238447
58,Female,3279,51,138,2,0,1.4017584118149122,91.67514378668086,46.6557588882925
20,Female,3200,23,10,1,5,1.6793833411177936,78.07370852085913,27.68248844461795
56,Female,3382,90,9,3,4,1.796912342863515,84.59760068485737,26.200179233186244
23,Male,2944,60,27,4,3,1.437659300171358,81.00354817764071,39.19151809495061
25,Female,3355,117,118,3,2,1.6297995811096748,62.58836753694083,23.562709041965373
44,Female,1686,58,138,2,9,1.3819833589849564,56.3521741528596,29.505640684771244
26,Female,1748,47,6,4,3,1.7279841224026324,77.46165989899387,25.94222990472349
79,Female,2650,109,156,2,11,1.7921010595553377,92.11816856560831,28.682717915900962
54,Female,2611,43,179,4,10,1.6382810892878639,74.9652838684086,27.93079861059378
50,Male,2568,38,142,2,0,1.7249699491364365,52.20185346637597,17.54376721159665
68,Female,3435,73,6,4,4,1.6576274497289647,78.47515061814234,28.560006249783733
59,Male,3317,32,54,1,8,1.5335353198549115,62.19633773000182,26.447050666377528
61,Female,2523,32,130,0,5,1.6338665345456709,43.72424519123176,16.379067249442876
41,Male,1745,25,19,2,9,1.6467227837346328,94.19813425619446,34.73772016126933
32,Female,2426,53,123,3,9,1.6325610974192553,57.65179514154571,21.630868042185778
76,Female,2934,69,2,3,3,1.6945672282027522,89.35856147252741,31.118493390659353
71,Female,2741,80,156,2,4,1.6659063716766065,90.68287940451884,32.67564153777892
49,Male,2950,118,19,1,0,1.626699960118042,76.11791602138705,28.76550332424953
49,Female,1514,74,9,2,3,1.5730434944985026,57.22089263849766,23.12454341281763
41,Male,3291,28,89,4,3,1.709963889640171,87.68463232397173,29.988145324634914
58,Male,2325,54,93,0,8,1.7016285952599528,57.889012756868546,19.992476440252933
69,Male,2188,106,164,1,4,1.671236454047819,69.31455842110691,24.816964559246113
66,Female,2858,107,83,0,2,1.5504606921824413,66.37200794108621,27.609811132735672
79,Female,2226,10,50,3,9,1.514260129511282,64.23995530519215,28.015879131364535
66,Female,2036,21,116,0,7,1.7310869863174216,73.64817928386255,24.57673754804187
75,Female,1991,34,169,0,9,1.542977470176072,44.770991948640656,18.805182272244977
69,Male,3359,96,96,2,9,1.6094932114114655,59.756781804934334,23.067944724115595
29,Female,1791,98,29,3,6,1.4633321087502655,56.453814239001794,26.36376827266684
79,Male,1616,104,44,0,7,1.7031694492518474,78.22036881671706,26.965230856525338
56,Male,2091,97,99,4,3,1.5012417029674188,80.59233350026855,35.75958667135482
19,Male,2186,19,151,0,6,1.4950397555027146,67.00470608869273,29.97780454852603
20,Female,2243,75,158,2,10,1.5312915939148628,79.26018810264826,33.801759061185
66,Female,3350,42,22,1,3,1.7014833003043117,68.99642558493271,23.832588283188027
54,Male,2992,110,52,1,8,1.6240601515290574,65.64065925519805,24.886780262267692
66,Female,2447,96,41,1,4,1.5739500013293535,74.87043365699151,30.222367625611376
73,Female,3075,11,163,4,4,1.8483168276228867,73.2007865484221,21.42707613028234
34,Male,2182,13,103,0,3,1.7126621937944981,54.09211375220764,18.44125744197645
76,Female,2128,32,112,3,4,1.4110111514584522,84.04841350122781,42.21517830641244
66,Female,3219,119,161,0,0,1.545195793905198,48.50757908442896,20.31620403549104
19,Female,2092,50,84,1,10,1.4126431967699213,50.36130902592737,25.236669807851566
19,Female,1886,47,153,1,11,1.5926388872130892,54.6143336480457,21.531387050005495
45,Female,3106,96,70,3,0,1.7743614010453996,69.67639415022508,22.131023761211864
71,Male,2151,65,152,0,8,1.6798543124026613,93.4972865640208,33.132619267318205
40,Female,1692,85,2,1,1,1.6219650023527106,89.31413769932942,33.94980244632786
54,Female,3206,53,116,3,7,1.5933804451061988,56.27808336650508,22.166663706048148
49,Male,1600,73,42,2,10,1.6883992582453469,68.401772130962,23.99479523056403
50,Female,2593,33,133,1,1,1.4466972060230763,51.419332904288765,24.56807631805914
18,Female,2697,102,53,2,8,1.6355511655523902,59.5865050065817,22.27509901929294
36,Male,1943,50,51,0,1,1.6702330568473334,98.93801666010907,35.46574199510581
79,Female,3224,37,12,4,0,1.4971266989853698,66.94577990393988,29.867996690473806
19,Female,1932,71,111,0,7,1.5434745112571664,87.69821027922679,36.81220285091371
70,Male,2738,24,55,4,2,1.8860761453934651,82.18425397739585,23.10309546666968
61,Male,2036,71,103,3,6,1.7133242365888652,59.789540038448386,20.36789256509405
43,Male,2100,19,174,4,4,1.4454353778016074,57.13256609745707,27.34553160131095
49,Female,3166,107,65,3,6,1.5599653887875407,69.36787619647028,28.50548750160797
23,Female,2207,38,67,1,7,1.6465174039092356,67.9372060770432,25.059651743184357
49,Female,1818,40,12,0,2,1.9269946994412783,83.36042455430224,22.449097064051664
72,Male,2809,72,29,3,4,1.7568006676799497,65.85389154911182,21.337152857156237
21,Male,1724,96,75,0,4,1.7807962218074131,83.24837233142556,26.251087513739126
72,Male,2872,27,160,0,6,1.6977472571581058,59.97950977287701,20.809269599171717
28,Female,1887,16,165,3,10,1.5318570785545582,70.41094266430049,30.00569311763903
73,Female,2345,36,42,3,1,1.8414003606618512,55.102076980300914,16.250679360824996
76,Female,2864,18,111,4,7,1.752529566609831,44.467505696383796,14.478116341651337
34,Male,3362,29,97,1,6,1.8030458349331624,56.29225583381222,17.315503272489675
55,Female,3184,94,2,1,11,1.854113387553082,77.5679833865863,22.56367945207304
41,Female,3027,101,42,2,9,1.8366837559001299,90.47888847228815,26.82121742007858
22,Male,1570,59,72,4,6,1.6480568711925134,67.86799893837733,24.987376224487786
69,Female,2652,70,131,4,4,1.682785881127098,76.90243813702939,27.15703737031008
51,Male,1943,76,91,0,7,1.673145597569251,65.07895862250493,23.247332368623955
23,Male,2813,118,31,0,0,1.76142355887553,62.93442417416721,20.28432972854796
39,Male,2098,83,0,3,11,1.6898379714904224,86.65048707434069,30.34456239990175
28,Female,1886,26,140,2,6,1.6674145677087768,89.49584760439001,32.18960908500266
65,Female,1517,108,35,0,10,1.6373259858283573,91.18082761193516,34.01208225932429
33,Male,3078,30,25,4,8,1.6321678421232673,82.59898611031115,31.005952878038737
50,Male,2599,82,149,2,7,1.686120510164347,65.25540923941978,22.95299146349888
26,Female,3369,90,87,4,3,1.8058166869403716,61.16740020954988,18.757402529776055
77,Female,2052,41,138,4,7,1.5357589427270089,45.068916544671396,19.108694269962655
76,Female,2373,57,24,4,11,1.6587316748542293,99.01047456825171,35.98560977883555
23,Male,2888,47,78,1,11,1.6914290660236824,47.67238533732575,16.66323442214268
33,Male,2803,37,172,4,7,1.848741649461434,70.57651902895242,20.64941647561274
46,Male,1779,91,163,1,0,1.5981333320360822,45.98528443334152,18.004988894900535
20,Male,2270,69,101,0,0,1.5564281101018054,86.06473807949746,35.52770218996336
37,Female,2966,79,33,4,10,1.831171756919164,75.75490770919808,22.591892387182625
77,Female,2453,67,161,3,8,1.7111539891165286,89.78187817856076,30.662707360466015
76,Female,1828,79,31,3,0,1.5992810711068992,73.17940494612493,28.611411243263724
53,Female,3059,90,101,1,9,1.7766703404859734,80.49028529325302,25.499388281318296
36,Male,2007,62,152,1,2,1.4248101155529234,75.28613312447838,37.085232983867016
43,Male,1949,19,120,2,2,1.643577647708938,89.04828733141736,32.96439567928624
20,Female,2898,11,56,4,3,1.6852962337985085,75.28702421959764,26.507430484081233
36,Male,2819,106,106,4,11,1.7207698377177554,84.86044933399427,28.658915836899
37,Male,2999,116,156,4,2,1.5508747844908657,100.29539365511391,41.69918026087994
49,Female,2338,34,20,4,2,1.5488481365495543,57.94132502044123,24.15298142674216
24,Male,1892,47,72,2,4,1.834845454529063,58.99944283539475,17.52463291613887
69,Male,1608,10,84,0,4,1.6519374750905804,88.67237472342421,32.49384679001721
58,Female,1858,89,20,1,7,1.6691243115958683,73.72376750482046,26.46245637552242
